transaction_id,date,description,amount,category,is_duplicate,is_anomaly
TXN100358,2024-08-04,ETSY.COM - SHOP12,-32.18,Shopping,False,False
TXN100359,2024-08-04,WFM 102 AUSTIN TX,-1482.25,Food,False,True
TXN100360,2024-08-04,TRADER JOE S #543,-59.84,Food,False,False
TXN100361,2024-08-04,SPOTIFY USA,-15.97,Entertainment,False,False
TXN100362,2024-08-05,WHOLE FOODS MARKET,-82.53,Food,False,False
TXN100363,2024-08-05,VANGUARD GRP,-295.47,Investment,False,False
TXN100364,2024-08-06,SPOTIFY USA,-10.95,Entertainment,False,False
TXN100365,2024-08-08,SPOTIFY USA,-14.96,Entertainment,False,False
TXN100366,2024-08-08,SQ *STARBUCKS,-3.63,Food,False,False
TXN100367,2024-08-09,CASH WITHDRAWAL ATM,-29.43,Miscellaneous,False,False
TXN100368,2024-08-09,TARGET T-1453,-66.39,Shopping,False,False
TXN100369,2024-08-10,THE CORNER DINER LLC,-22.68,Food,False,False
TXN100370,2024-08-10,CASH WITHDRAWAL ATM,-100.69,Miscellaneous,False,False
TXN100371,2024-08-12,Chipotle Online,-16.31,Food,False,False
TXN100372,2024-08-12,"DoorDash, Inc.",-21.53,Food,False,False
TXN100373,2024-08-12,TRADER JOE S #543,-71.82,Food,False,False
TXN100374,2024-08-12,COMCAST XFINITY,-90.35,Utilities,False,False
TXN100375,2024-08-14,VENMO*TRANSFER,-98.28,Miscellaneous,False,False
TXN100376,2024-08-14,ATM WITHDRAWAL #4521,-199.75,Miscellaneous,False,False
TXN100377,2024-08-15,NIKE STORE #221,-160.36,Shopping,False,False
TXN100378,2024-08-15,PF #0233 MONTHLY,-11.1,Healthcare,False,False
TXN100379,2024-08-16,ACME CORP PAYROLL DIRECT DEP,3159.49,Salary,False,False
TXN100380,2024-08-16,VERIZON WRLS,-76.41,Utilities,False,False
TXN100381,2024-08-16,CVS PHARM,-57.88,Healthcare,False,False
TXN100382,2024-08-19,SQ *STARBUCKS,-5.84,Food,False,False
TXN100383,2024-08-19,VENMO*TRANSFER,-149.22,Miscellaneous,False,False
TXN100384,2024-08-21,STATE FARM INS,-142.25,Bills,False,False
TXN100385,2024-08-22,TRADER JOES,-48.57,Food,False,False
TXN100386,2024-08-22,PAYPAL *ETSY,-17.93,Shopping,False,False
TXN100387,2024-08-22,AMZN Mktp US,-99.17,Shopping,False,False
TXN100388,2024-08-22,Whole Foods,-57.37,Food,False,False
TXN100389,2024-08-22,VALVE CORP *STEAM,-32.04,Entertainment,False,False
TXN100390,2024-08-23,Starbucks Coffee,-7.13,Food,False,False
TXN100391,2024-08-24,STATE UNIVERSITY BURSAR,-4314.37,Education,False,False
TXN100392,2024-08-25,AIRBNB HMXY23,-145.65,Travel,False,False
TXN100393,2024-08-26,Main Street Diner,-18.69,Food,False,False
TXN100394,2024-08-26,DELTA AIR 0062134,-452.31,Travel,False,False
TXN100395,2024-08-27,STEAMGAMES.COM,-67.95,Entertainment,False,False
TXN100396,2024-08-27,COURSERA INC,-62.46,Education,False,False
TXN100397,2024-08-27,AMC.COM,-17.26,Entertainment,False,False
TXN100398,2024-08-27,AMC.COM,-52.47,Entertainment,False,False
TXN100399,2024-08-27,CITY MED GROUP CO-PAY,-100.88,Healthcare,False,False
TXN100400,2024-08-29,WIRE TRANSFER INTL DSYYKZXXX,-1564.74,Miscellaneous,False,True
TXN100401,2024-08-29,CITY MEDICAL GRP,-55.59,Healthcare,False,False
TXN100402,2024-08-30,Chipotle Online,-13.15,Food,False,False
TXN100403,2024-08-30,ACME CORP PAYROLL DIRECT DEP,3212.57,Salary,False,False
TXN100404,2024-08-31,VENMO PAYMENT,-31.16,Miscellaneous,False,False
TXN100405,2024-08-31,STEAMGAMES.COM,-44.58,Entertainment,False,False
TXN100406,2024-08-31,Chipotle Online,-11.17,Food,False,False
TXN100407,2024-09-01,RENT - PROPERTY MGMT CO,-1849.51,Bills,False,False
TXN100408,2024-09-01,AMC THEATRES,-27.09,Entertainment,False,False
TXN100409,2024-09-02,AIRBNB HMXY23,-176.54,Travel,False,False
TXN100410,2024-09-02,CVS/PHARMACY #6532,-54.44,Healthcare,False,False
TXN100411,2024-09-02,PF #0233 MONTHLY,-24.51,Healthcare,False,False
TXN100412,2024-09-03,ATM WITHDRAWAL #4521,-154.3,Miscellaneous,False,False
TXN100413,2024-09-03,Whole Foods,-67.48,Food,False,False
TXN100414,2024-09-03,NETFLIX.COM,-15.53,Entertainment,False,False
TXN100415,2024-09-04,CHIPOTLE 2341,-13.18,Food,False,False
TXN100416,2024-09-04,AMC.COM,-37.64,Entertainment,False,False
TXN100417,2024-09-05,VANGUARD.COM,-468.68,Investment,False,False
TXN100418,2024-09-06,NETFLIX.COM,-16.67,Entertainment,False,False
TXN100419,2024-09-07,SPOTIFY USA,-90.54,Entertainment,False,True
TXN100420,2024-09-08,BEST BUY 00003210,-685.58,Shopping,False,False
TXN100421,2024-09-08,CHIPOTLE MEXICAN GRILL,-17.27,Food,False,False
TXN100422,2024-09-08,CITY MEDICAL GRP,-175.01,Healthcare,False,False
TXN100423,2024-09-08,"DoorDash, Inc.",-31.01,Food,False,False
TXN100424,2024-09-09,AMAZON MKTPLACE PMTS,-99.14,Shopping,False,False
TXN100425,2024-09-09,Chipotle Online,-17.5,Food,False,False
TXN100426,2024-09-10,"DoorDash, Inc.",-40.69,Food,False,False
TXN100427,2024-09-10,"DoorDash, Inc.",-40.69,Food,True,False
TXN100428,2024-09-10,CVS/PHARMACY #6532,-40.41,Healthcare,False,False
TXN100429,2024-09-11,COMCAST XFINITY,-90.04,Utilities,False,False
TXN100430,2024-09-11,TRADER JOE S #543,-10.65,Food,False,False
TXN100431,2024-09-12,VENMO PAYMENT,-116.27,Miscellaneous,False,False
TXN100432,2024-09-12,CHIPOTLE MEXICAN GRILL,-12.59,Food,False,False
TXN100433,2024-09-13,NETFLIX 1888-638-3549,-21.09,Entertainment,False,False
TXN100434,2024-09-13,TARGET 00021453,-75.87,Shopping,False,False
TXN100435,2024-09-13,ACME CORP PAYROLL DIRECT DEP,3163.68,Salary,False,False
TXN100436,2024-09-14,TARGET T-1453,-105.87,Shopping,False,False
TXN100437,2024-09-14,VERIZON WRLS,-76.85,Utilities,False,False
TXN100438,2024-09-15,THE CORNER DINER LLC,-10.87,Food,False,False
TXN100439,2024-09-17,CASH WITHDRAWAL ATM,-23.37,Miscellaneous,False,False
TXN100440,2024-09-18,CITY MED GROUP CO-PAY,-183.18,Healthcare,False,False
TXN100441,2024-09-18,CASH WITHDRAWAL ATM,-123.64,Miscellaneous,False,False
TXN100442,2024-09-19,STATE FARM INS,-141.73,Bills,False,False
TXN100443,2024-09-19,CVS/PHARMACY #6532,-43.73,Healthcare,False,False
TXN100444,2024-09-19,VALVE CORP *STEAM,-10.73,Entertainment,False,False
TXN100445,2024-09-19,DD *DOORDASH,-16.95,Food,False,False
TXN100446,2024-09-19,CASH WITHDRAWAL ATM,-50.94,Miscellaneous,False,False
TXN100447,2024-09-20,"DoorDash, Inc.",-15.38,Food,False,False
TXN100448,2024-09-21,Best Buy,-322.07,Shopping,False,False
TXN100449,2024-09-21,CHIPOTLE 2341,-9.07,Food,False,False
TXN100450,2024-09-22,CITY MEDICAL GRP,-142.04,Healthcare,False,False
TXN100451,2024-09-23,WFM 102 AUSTIN TX,-58.89,Food,False,False
TXN100452,2024-09-25,SPOTIFY USA,-11.61,Entertainment,False,False
TXN100453,2024-09-26,VENMO PAYMENT,-30.16,Miscellaneous,False,False
TXN100454,2024-09-27,TARGET T-1453,-24.66,Shopping,False,False
TXN100455,2024-09-27,ACME CORP DIRECT DEPOSIT,3143.51,Salary,False,False
TXN100456,2024-09-30,NIKE STORE #221,-173.34,Shopping,False,False
TXN100457,2024-09-30,PF #0233 MONTHLY,-24.7,Healthcare,False,False
TXN100458,2024-10-01,Etsy Inc,-60.82,Shopping,False,False
TXN100459,2024-10-01,TRADER JOES,-67.9,Food,False,False
TXN100460,2024-10-02,NETFLIX.COM,-15.54,Entertainment,False,False
TXN100461,2024-10-02,RENT - PROPERTY MGMT CO,-1871.14,Bills,False,False
TXN100462,2024-10-02,PAYPAL *ETSY,-79.14,Shopping,False,False
TXN100463,2024-10-05,FIDELITY INV,-326.47,Investment,False,False
TXN100464,2024-10-05,MARRIOTT HOTELS,-353.07,Travel,False,False
TXN100465,2024-10-06,Chipotle Online,-8.79,Food,False,False
TXN100466,2024-10-06,DD *DOORDASH,-39.15,Food,False,False
TXN100467,2024-10-07,SPOTIFY USA,-10.99,Entertainment,False,False
TXN100468,2024-10-07,STARBUCKS #04521,-6.63,Food,False,False
TXN100469,2024-10-07,CASH WITHDRAWAL ATM,-103.11,Miscellaneous,False,False
TXN100470,2024-10-08,CITY MEDICAL GRP,-123.44,Healthcare,False,False
TXN100471,2024-10-08,Amazon.com,-106.09,Shopping,False,False
TXN100472,2024-10-08,PLANET FITNESS,-19.67,Healthcare,False,False
TXN100473,2024-10-10,ETSY.COM - SHOP12,-86.62,Shopping,False,False
TXN100474,2024-10-10,SPOTIFY P1A2B3,-14.62,Entertainment,False,False
TXN100475,2024-10-10,STEAMGAMES.COM,-57.71,Entertainment,False,False
TXN100476,2024-10-11,ACME CORP DIRECT DEPOSIT,3258.63,Salary,False,False
TXN100477,2024-10-13,COMCAST XFINITY,-90.67,Utilities,False,False
TXN100478,2024-10-14,VERIZON WRLS,-75.59,Utilities,False,False
TXN100479,2024-10-15,VENMO PAYMENT,-78.16,Miscellaneous,False,False
TXN100480,2024-10-16,CVS/PHARMACY #6532,-28.31,Healthcare,False,False
TXN100481,2024-10-17,VALVE CORP *STEAM,-39.06,Entertainment,False,False
TXN100482,2024-10-17,TRADER JOE S #543,-467.21,Food,False,True
TXN100483,2024-10-18,AMC THEATRES,-29.58,Entertainment,False,False
TXN100484,2024-10-18,Main Street Diner,-17.7,Food,False,False
TXN100485,2024-10-18,Chipotle Online,-16.37,Food,False,False
TXN100486,2024-10-20,ETSY.COM - SHOP12,-36.67,Shopping,False,False
TXN100487,2024-10-20,NIKE STORE #221,-77.88,Shopping,False,False
TXN100488,2024-10-20,BEST BUY 00003210,-513.22,Shopping,False,False
TXN100489,2024-10-21,CASH WITHDRAWAL ATM,-75.84,Miscellaneous,False,False
TXN100490,2024-10-21,STATE FARM INS,-140.71,Bills,False,False
TXN100491,2024-10-22,STEAMGAMES.COM,-43.68,Entertainment,False,False
TXN100492,2024-10-23,CASH WITHDRAWAL ATM,-111.53,Miscellaneous,False,False
TXN100493,2024-10-23,MARRIOTT HOTELS,-475.16,Travel,False,False
TXN100494,2024-10-23,Starbucks Coffee,-8.25,Food,False,False
TXN100495,2024-10-25,DOORDASH*RESTAURANT,-21.74,Food,False,False
TXN100496,2024-10-25,CASH WITHDRAWAL ATM,-190.58,Miscellaneous,False,False
TXN100497,2024-10-25,NETFLIX 1888-638-3549,-17.81,Entertainment,False,False
TXN100498,2024-10-25,ACME CORP DIRECT DEPOSIT,3770.32,Salary,False,False
TXN100499,2024-10-27,ATM WITHDRAWAL #4521,-33.89,Miscellaneous,False,False
TXN100500,2024-10-28,ATM WITHDRAWAL #4521,-139.15,Miscellaneous,False,False
TXN100501,2024-10-29,ETSY.COM - SHOP12,-57.78,Shopping,False,False
TXN100502,2024-10-30,TARGET 00021453,-42.38,Shopping,False,False
TXN100503,2024-10-30,TARGET 00021453,-42.39,Shopping,True,False
TXN100504,2024-10-31,PF #0233 MONTHLY,-25.14,Healthcare,False,False
TXN100505,2024-10-31,SPOTIFY P1A2B3,-11.25,Entertainment,False,False
TXN100506,2024-11-01,Chipotle Online,-18.07,Food,False,False
TXN100507,2024-11-02,THE CORNER DINER LLC,-15.08,Food,False,False
TXN100508,2024-11-02,"DoorDash, Inc.",-24.25,Food,False,False
TXN100509,2024-11-02,RENT - PROPERTY MGMT CO,-1890.52,Bills,False,False
TXN100510,2024-11-02,NETFLIX.COM,-196.12,Entertainment,True,True
TXN100511,2024-11-02,NETFLIX.COM,-15.71,Entertainment,False,False
TXN100512,2024-11-03,CVS PHARM,-87.18,Healthcare,False,False
TXN100513,2024-11-04,NIKE.COM,-99.89,Shopping,False,False
TXN100514,2024-11-05,FIDELITY INV,-383.31,Investment,False,False
TXN100515,2024-11-05,TRADER JOES,-49.24,Food,False,False
TXN100516,2024-11-06,SPOTIFY USA,-10.84,Entertainment,False,False
TXN100517,2024-11-07,PF #0233 MONTHLY,-17.54,Healthcare,False,False
TXN100518,2024-11-07,PLANET FITNESS,-22.25,Healthcare,False,False
TXN100519,2024-11-08,ACME CORP PAYROLL DIRECT DEP,3202.7,Salary,False,False
TXN100520,2024-11-08,TRADER JOE S #543,-84.2,Food,True,False
TXN100521,2024-11-08,TRADER JOE S #543,-84.21,Food,False,False
TXN100522,2024-11-08,STARBUCKS COFFEE CO,-10.93,Food,False,False
TXN100523,2024-11-10,TRADER JOE S #543,-70.47,Food,False,False
TXN100524,2024-11-10,ETSY.COM - SHOP12,-32.81,Shopping,False,False
TXN100525,2024-11-11,WFM 102 AUSTIN TX,-71.16,Food,False,False
TXN100526,2024-11-11,TRADER JOE S #543,-80.64,Food,False,False
TXN100527,2024-11-12,ATM WITHDRAWAL #4521,-167.01,Miscellaneous,False,False
TXN100528,2024-11-12,MARRIOTT HOTELS,-339.9,Travel,False,False
TXN100529,2024-11-13,Nike Inc,-101.05,Shopping,False,False
TXN100530,2024-11-13,AIRBNB HMXY23,-318.7,Travel,False,False
TXN100531,2024-11-13,COMCAST XFINITY,-89.1,Utilities,False,False
TXN100532,2024-11-14,VERIZON WRLS,-74.58,Utilities,False,False
TXN100533,2024-11-16,Starbucks Coffee,-11.41,Food,False,False
TXN100534,2024-11-17,MARRIOTT HOTELS,-192.93,Travel,False,False
TXN100535,2024-11-17,BESTBUY.COM,-634.06,Shopping,False,False
TXN100536,2024-11-18,SPOTIFY P1A2B3,-13.68,Entertainment,False,False
TXN100537,2024-11-19,STATE FARM INS,-142.14,Bills,False,False
TXN100538,2024-11-19,AMAZON.COM*A1B2C3,-12.03,Shopping,False,False
TXN100539,2024-11-19,Etsy Inc,-43.86,Shopping,False,False
TXN100540,2024-11-19,COURSERA INC,-60.95,Education,False,False
TXN100541,2024-11-21,AMZN Mktp US,-97.0,Shopping,False,False
TXN100542,2024-11-21,ENTERPRISE RAC,-81.35,Travel,False,False
TXN100543,2024-11-21,MARRIOTT HOTELS,-279.61,Travel,False,False
TXN100544,2024-11-22,ACME CORP DIRECT DEPOSIT,3143.01,Salary,False,False
TXN100545,2024-11-23,VENMO PAYMENT,-96.63,Miscellaneous,False,False
TXN100546,2024-11-23,ETSY.COM - SHOP12,-67.48,Shopping,False,False
TXN100547,2024-11-24,BESTBUY.COM,-26.37,Shopping,False,False
TXN100548,2024-11-24,CITY MED GROUP CO-PAY,-35.57,Healthcare,False,False
TXN100549,2024-11-24,Uber Trip Help.uber.com,-42.75,Travel,False,False
TXN100550,2024-11-24,BEST BUY 00003210,-524.33,Shopping,False,False
TXN100551,2024-11-25,DOORDASH*RESTAURANT,-39.33,Food,False,False
TXN100552,2024-11-25,CITY MEDICAL GRP,-109.8,Healthcare,False,False
TXN100553,2024-11-26,BESTBUY.COM,-678.9,Shopping,False,False
TXN100554,2024-11-27,AMC 00234 ONLINE,-26.83,Entertainment,False,False
TXN100555,2024-11-28,Main Street Diner,-25.33,Food,False,False
TXN100556,2024-11-29,Trader Joe's,-74.32,Food,False,False
TXN100557,2024-11-29,Trader Joe's,-74.33,Food,True,False
TXN100558,2024-11-30,TARGET 00021453,-71.19,Shopping,False,False
TXN100559,2024-11-30,Best Buy,-178.2,Shopping,False,False
TXN100560,2024-11-30,RENT - PROPERTY MGMT CO,-1830.35,Bills,False,False
TXN100561,2024-12-01,THE CORNER DINER LLC,-34.5,Food,False,False
TXN100562,2024-12-01,PF #0233 MONTHLY,-25.01,Healthcare,False,False
TXN100563,2024-12-01,Nike Inc,-64.63,Shopping,False,False
TXN100564,2024-12-02,WIRE TRANSFER INTL RHCKOMXXX,-2315.48,Miscellaneous,False,True
TXN100565,2024-12-02,TARGET 00021453,-132.3,Shopping,False,False
TXN100566,2024-12-03,NETFLIX.COM,-22.13,Entertainment,False,False
TXN100567,2024-12-03,PLANET FITNESS,-14.4,Healthcare,False,False
TXN100568,2024-12-04,CHIPOTLE MEXICAN GRILL,-15.22,Food,False,False
TXN100569,2024-12-05,VANGUARD GRP,-415.05,Investment,False,False
TXN100570,2024-12-06,MAIN ST DINER,-16.44,Food,False,False
TXN100571,2024-12-06,VENMO*TRANSFER,-10.31,Miscellaneous,False,False
TXN100572,2024-12-06,ACME CORP DIRECT DEPOSIT,3178.22,Salary,False,False
TXN100573,2024-12-06,SPOTIFY USA,-10.82,Entertainment,False,False
TXN100574,2024-12-07,CHIPOTLE MEXICAN GRILL,-20.45,Food,False,False
TXN100575,2024-12-07,AMAZON MKTPLACE PMTS,-65.92,Shopping,False,False
TXN100576,2024-12-08,VALVE CORP *STEAM,-27.04,Entertainment,False,False
TXN100577,2024-12-09,Target.com,-128.27,Shopping,False,False
TXN100578,2024-12-10,Best Buy,-258.38,Shopping,False,False
TXN100579,2024-12-13,COMCAST XFINITY,-90.42,Utilities,False,False
TXN100580,2024-12-13,Amazon.com,-24.73,Shopping,False,False
TXN100581,2024-12-14,ETSY.COM - SHOP12,-53.64,Shopping,False,False
TXN100582,2024-12-14,VERIZON WRLS,-74.31,Utilities,False,False
TXN100583,2024-12-16,CHIPOTLE 2341,-9.12,Food,False,False
TXN100584,2024-12-16,VENMO PAYMENT,-105.02,Miscellaneous,False,False
TXN100585,2024-12-16,BESTBUY.COM,-415.18,Shopping,False,False
TXN100586,2024-12-17,Best Buy,-898.38,Shopping,False,False
TXN100587,2024-12-17,CHIPOTLE MEXICAN GRILL,-8.59,Food,False,False
TXN100588,2024-12-17,Best Buy,-882.52,Shopping,False,False
TXN100589,2024-12-18,STARBUCKS #04521,-9.21,Food,False,False
TXN100590,2024-12-18,VALVE CORP *STEAM,-38.35,Entertainment,False,False
TXN100591,2024-12-19,TARGET 00021453,-35.99,Shopping,False,False
TXN100592,2024-12-20,Etsy Inc,-72.5,Shopping,False,False
TXN100593,2024-12-20,STATE FARM INS,-144.2,Bills,False,False
TXN100594,2024-12-20,ACME CORP PAYROLL DIRECT DEP,3204.44,Salary,False,False
TXN100595,2024-12-21,WIRE TRANSFER INTL GCIXEBXXX,-2219.39,Miscellaneous,False,True
TXN100596,2024-12-22,THE CORNER DINER LLC,-18.42,Food,False,False
TXN100597,2024-12-22,TRADER JOE S #543,-61.43,Food,False,False
TXN100598,2024-12-23,THE CORNER DINER LLC,-33.67,Food,False,False
TXN100599,2024-12-23,BESTBUY.COM,-692.7,Shopping,False,False
TXN100600,2024-12-24,ENTERPRISE RENT-A-CAR,-240.02,Travel,False,False
TXN100601,2024-12-24,NIKE STORE #221,-153.42,Shopping,False,False
TXN100602,2024-12-24,TARGET 00021453,-16.35,Shopping,False,False
TXN100603,2024-12-25,Whole Foods,-79.72,Food,False,False
TXN100604,2024-12-25,NIKE.COM,-219.31,Shopping,False,False
TXN100605,2024-12-25,NETFLIX 1888-638-3549,-21.3,Entertainment,False,False
TXN100606,2024-12-26,Chipotle Online,-20.83,Food,False,False
TXN100607,2024-12-27,NIKE.COM,-53.3,Shopping,False,False
TXN100608,2024-12-29,Amazon.com,-44.6,Shopping,False,False
TXN100609,2024-12-31,NIKE.COM,-184.0,Shopping,False,False
TXN100610,2024-12-31,PF #0233 MONTHLY,-25.19,Healthcare,False,False
TXN100611,2025-01-01,Best Buy,-329.0,Shopping,False,False
TXN100612,2025-01-01,NETFLIX 1888-638-3549,-22.17,Entertainment,False,False
TXN100613,2025-01-01,ATM WITHDRAWAL #4521,-162.87,Miscellaneous,False,False
TXN100614,2025-01-02,RENT - PROPERTY MGMT CO,-1827.23,Bills,False,False
TXN100615,2025-01-02,ETSY.COM - SHOP12,-19.71,Shopping,False,False
TXN100616,2025-01-02,WIRE TRANSFER INTL XZFOYDXXX,-1799.58,Miscellaneous,False,True
TXN100617,2025-01-03,ACME CORP DIRECT DEPOSIT,3153.96,Salary,False,False
TXN100618,2025-01-03,STEAMGAMES.COM,-28.46,Entertainment,False,False
TXN100619,2025-01-03,TRADER JOES,-49.73,Food,False,False
TXN100620,2025-01-04,NETFLIX.COM,-15.37,Entertainment,False,False
TXN100621,2025-01-04,ETSY.COM - SHOP12,-58.96,Shopping,False,False
TXN100622,2025-01-05,NETFLIX.COM,-17.81,Entertainment,False,False
TXN100623,2025-01-05,FIDELITY INV,-573.3,Investment,False,False
TXN100624,2025-01-06,Nike Inc,-108.05,Shopping,False,False
TXN100625,2025-01-06,"DoorDash, Inc.",-15.17,Food,False,False
TXN100626,2025-01-07,Marriott International,-159.31,Travel,False,False
TXN100627,2025-01-07,"DoorDash, Inc.",-34.25,Food,False,False
TXN100628,2025-01-07,SPOTIFY USA,-10.95,Entertainment,False,False
TXN100629,2025-01-07,SPOTIFY USA,-15.6,Entertainment,False,False
TXN100630,2025-01-07,Whole Foods,-77.86,Food,False,False
TXN100631,2025-01-08,Target.com,-171.18,Shopping,False,False
TXN100632,2025-01-08,CHIPOTLE 2341,-10.27,Food,False,False
TXN100633,2025-01-08,AMAZON.COM*A1B2C3,-117.84,Shopping,False,False
TXN100634,2025-01-10,BEST BUY 00003210,-580.67,Shopping,False,False
TXN100635,2025-01-10,PAYPAL *ETSY,-77.67,Shopping,False,False
TXN100636,2025-01-11,VENMO PAYMENT,-95.63,Miscellaneous,False,False
TXN100637,2025-01-11,COURSERA INC,-62.67,Education,False,False
TXN100638,2025-01-11,TRADER JOE S #543,-24.55,Food,False,False
TXN100639,2025-01-11,COMCAST XFINITY,-90.19,Utilities,False,False
TXN100640,2025-01-12,CITY MED GROUP CO-PAY,-213.78,Healthcare,False,False
TXN100641,2025-01-13,CITY MEDICAL GRP,-209.8,Healthcare,False,False
TXN100642,2025-01-13,AMAZON.COM*A1B2C3,-17.64,Shopping,False,False
TXN100643,2025-01-13,Main Street Diner,-15.88,Food,False,False
TXN100644,2025-01-14,SPOTIFY P1A2B3,-14.7,Entertainment,False,False
TXN100645,2025-01-15,CVS PHARM,-80.9,Healthcare,False,False
TXN100646,2025-01-15,TRADER JOES,-64.56,Food,False,False
TXN100647,2025-01-16,AMAZON.COM*A1B2C3,-41.51,Shopping,False,False
TXN100648,2025-01-16,VERIZON WRLS,-75.98,Utilities,False,False
TXN100649,2025-01-16,PF #0233 MONTHLY,-13.67,Healthcare,False,False
TXN100650,2025-01-16,THE CORNER DINER LLC,-16.73,Food,False,False
TXN100651,2025-01-17,ACME CORP DIRECT DEPOSIT,3215.03,Salary,False,False
TXN100652,2025-01-17,NIKE STORE #221,-118.24,Shopping,False,False
TXN100653,2025-01-21,STATE FARM INS,-139.72,Bills,False,False
TXN100654,2025-01-21,BESTBUY.COM,-139.42,Shopping,False,False
TXN100655,2025-01-21,Best Buy,-889.52,Shopping,False,False
TXN100656,2025-01-21,Best Buy,-150.71,Shopping,False,False
TXN100657,2025-01-23,Marriott International,-417.68,Travel,False,False
TXN100658,2025-01-24,CHIPOTLE 2341,-14.53,Food,False,False
TXN100659,2025-01-25,VENMO*TRANSFER,-40.95,Miscellaneous,False,False
TXN100660,2025-01-25,STARBUCKS #04521,-5.97,Food,False,False
TXN100661,2025-01-26,"DoorDash, Inc.",-29.98,Food,False,False
TXN100662,2025-01-26,WFM 102 AUSTIN TX,-131.72,Food,False,False
TXN100663,2025-01-27,AMC 00234 ONLINE,-44.81,Entertainment,False,False
TXN100664,2025-01-29,MARRIOTT 445621,-132.28,Travel,False,False
TXN100665,2025-01-29,Nike Inc,-116.87,Shopping,False,False
TXN100666,2025-01-29,Nike Inc,-118.69,Shopping,False,False
TXN100667,2025-01-30,ATM WITHDRAWAL #4521,-125.0,Miscellaneous,False,False
TXN100668,2025-01-31,AMAZON.COM*A1B2C3,-67.65,Shopping,False,False
TXN100669,2025-01-31,ACME CORP PAYROLL DIRECT DEP,3175.97,Salary,False,False
TXN100670,2025-01-31,PF #0233 MONTHLY,-25.19,Healthcare,False,False
TXN100671,2025-02-01,RENT - PROPERTY MGMT CO,-1827.12,Bills,False,False
TXN100672,2025-02-01,CITY MED GROUP CO-PAY,-85.72,Healthcare,False,False
TXN100673,2025-02-01,STARBUCKS #04521,-7.16,Food,False,False
TXN100674,2025-02-02,Chipotle Online,-13.12,Food,False,False
TXN100675,2025-02-04,NETFLIX.COM,-15.52,Entertainment,False,False
TXN100676,2025-02-04,NIKE STORE #221,-38.6,Shopping,False,False
TXN100677,2025-02-05,FIDELITY BROKERAGE,-347.81,Investment,False,False
TXN100678,2025-02-07,SPOTIFY USA,-11.02,Entertainment,False,False
TXN100679,2025-02-08,STATE UNIVERSITY BURSAR,-3557.62,Education,False,False
TXN100680,2025-02-08,DELTA AIRLINES,-543.27,Travel,False,False
TXN100681,2025-02-08,Best Buy,-277.53,Shopping,False,False
TXN100682,2025-02-08,Chipotle Online,-17.53,Food,False,False
TXN100683,2025-02-09,AMZN Mktp US,-214.72,Shopping,False,False
TXN100684,2025-02-10,NIKE STORE #221,-181.03,Shopping,False,False
TXN100685,2025-02-10,Best Buy,-846.58,Shopping,False,False
TXN100686,2025-02-11,Nike Inc,-37.65,Shopping,False,False
TXN100687,2025-02-11,SQ *STARBUCKS,-9.57,Food,False,False
TXN100688,2025-02-11,STATE UNIVERSITY BURSAR,-1095.76,Education,False,False
TXN100689,2025-02-11,SPOTIFY USA,-14.6,Entertainment,False,False
TXN100690,2025-02-12,COMCAST XFINITY,-88.8,Utilities,False,False
TXN100691,2025-02-13,VENMO PAYMENT,-61.98,Miscellaneous,False,False
TXN100692,2025-02-13,SPOTIFY P1A2B3,-16.58,Entertainment,False,False
TXN100693,2025-02-14,VERIZON WRLS,-75.39,Utilities,False,False
TXN100694,2025-02-14,TRADER JOES,-53.12,Food,False,False
TXN100695,2025-02-14,ACME CORP PAYROLL DIRECT DEP,3188.33,Salary,False,False
TXN100696,2025-02-14,Etsy Inc,-77.41,Shopping,False,False
TXN100697,2025-02-15,Trader Joe's,-51.64,Food,False,False
TXN100698,2025-02-15,TRADER JOES,-50.37,Food,False,False
TXN100699,2025-02-16,Starbucks Coffee,-6.32,Food,False,False
TXN100700,2025-02-18,STARBUCKS COFFEE CO,-8.46,Food,False,False
TXN100701,2025-02-18,Amazon.com,-64.29,Shopping,False,False
TXN100702,2025-02-19,MAIN ST DINER,-24.17,Food,False,False
TXN100703,2025-02-19,Main Street Diner,-219.89,Food,False,True
TXN100704,2025-02-19,STATE FARM INS,-142.42,Bills,False,False
TXN100705,2025-02-20,MAIN ST DINER,-9.82,Food,False,False
TXN100706,2025-02-20,Whole Foods,-33.47,Food,False,False
TXN100707,2025-02-21,NETFLIX.COM,-15.63,Entertainment,False,False
TXN100708,2025-02-21,BESTBUY.COM,-157.5,Shopping,False,False
TXN100709,2025-02-21,NETFLIX.COM,-15.63,Entertainment,True,False
TXN100710,2025-02-24,VENMO PAYMENT,-107.34,Miscellaneous,False,False
TXN100711,2025-02-24,WIRE TRANSFER INTL YJYKCHUS1,-4898.61,Miscellaneous,False,True
TXN100712,2025-02-24,CITY MEDICAL GRP,-149.0,Healthcare,False,False
TXN100713,2025-02-25,CVS PHARM,-82.79,Healthcare,False,False
TXN100714,2025-02-25,Airbnb Inc,-319.86,Travel,False,False
TXN100715,2025-02-26,VENMO*TRANSFER,-32.88,Miscellaneous,False,False
TXN100716,2025-02-26,Best Buy,-335.0,Shopping,False,False
TXN100717,2025-02-28,Target.com,-105.76,Shopping,False,False
TXN100718,2025-02-28,ACME CORP PAYROLL DIRECT DEP,3175.93,Salary,False,False
